,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUILD_UP_INDEX,fireweather_index,Classes
4355,15.0,59.51,8.67,0.0,87.6,85.06,7.9,9.66,6.093620494218999,184.4553005121721,1
4356,19.54,45.95,20.87,0.0,82.1,30.61,108.09,0.36,35.843619424207134,55.67226715160013,1
4357,34.58,36.22,7.65,0.33,90.32,97.09,615.71,15.37,139.27503864590798,11799.339667059092,1
4358,27.94,51.3,12.99,2.01,50.16,25.4,157.68,1.43,36.21549868885071,223.853597613538,0
4359,24.26,64.3,4.23,1.15,95.63,83.49,672.93,10.45,127.44877690252991,7224.490790078136,1
4360,31.73,56.99,5.03,0.42,96.03,83.06,831.42,5.01,132.92221929225175,3639.8752455590816,1
4361,39.0,68.64,19.94,0.05,57.45,22.36,225.88,0.71,35.84836965008163,109.81525997857159,0
4362,31.57,73.13,12.25,2.15,81.4,0.7,172.53,0.65,1.3859421620380994,2.1608514778190537,0
4363,21.12,46.0,5.63,0.0,88.82,135.59,7.9,2.02,6.176063423423424,39.188177820565095,0
4364,26.9,31.0,3.6,0.0,93.7,231.1,715.1,8.4,255.6516378543528,13208.228645612639,1
4365,15.22,70.76,19.04,5.97,49.35,0.7,6.9,2.17,1.1167630057803468,5.5906339142903665,0
4366,22.4,34.0,2.2,0.0,92.9,137.0,706.4,9.2,184.5300791305177,9845.076498020748,1
4367,31.02,65.45,7.78,0.93,57.67,0.7,64.01,0.0,1.362743309002433,0.0,0
4368,39.0,69.71,17.92,0.0,54.35,19.6,79.4,1.01,24.240498442367603,98.4304056462182,0
4369,16.5,54.08,0.4,0.0,95.47,65.8,559.93,2.48,101.7169195091313,1313.7825881114534,1
4370,27.17,60.82,7.22,0.46,88.1,122.92,860.6,2.5,181.15412620943576,2617.6108437736452,1
4371,13.71,42.88,6.87,0.05,93.3,98.37,86.75,5.33,51.302908243781474,1258.6353253769157,1
4372,36.78,43.84,5.54,0.0,91.75,78.1,7.9,5.01,6.074230863893675,95.30546969663592,1
4373,28.52,62.65,21.48,0.0,72.97,0.7,6.9,0.43,1.1167630057803468,1.1078214668870312,0
4374,18.98,54.01,7.44,4.64,82.1,4.3,103.29,0.05,7.789319537004561,1.2757091043742352,1
4375,28.17,45.92,13.58,3.11,36.85,0.7,132.02,2.22,1.3816849816849812,7.3533854547340365,0
4376,20.33,73.07,11.55,2.93,70.01,0.7,265.67,2.32,1.3908383815720589,7.744752115317852,0
4377,30.13,44.13,8.04,0.51,87.44,102.86,769.47,18.02,154.19080906274962,15599.057786365356,1
4378,17.31,83.05,10.84,0.86,56.81,19.58,34.49,1.06,16.186821668264624,64.13295144308633,0
4379,20.38,48.25,17.11,0.42,87.71,4.09,425.45,5.26,7.988020887129167,138.25519481794055,1
4380,28.19,68.44,14.21,1.34,47.09,10.54,95.24,2.01,16.511713134303807,124.49720857127922,0
4381,6.12,56.61,2.14,1.06,90.81,69.81,150.56,11.25,64.66366396480922,3491.283381203492,1
4382,28.87,42.72,9.41,0.33,83.93,59.76,456.18,12.85,90.03374219756267,5894.18544225229,1
4383,23.33,63.86,14.34,0.55,43.76,17.24,7.25,0.14,4.964846077457795,2.099013339140295,0
4384,26.29,76.88,14.21,3.73,80.8,11.43,144.05,1.82,19.07593338160753,133.67295814277162,0
4385,29.95,88.4,22.97,0.0,52.22,26.87,6.9,0.75,5.005818427269659,11.354340607083437,0
4386,28.15,50.72,12.35,1.37,61.13,0.7,6.9,2.03,1.1167630057803468,5.229947855303891,0
4387,39.0,68.92,3.87,4.51,64.02,24.87,6.9,0.35,4.968599348534202,5.252216600676238,0
4388,29.96,38.85,9.21,3.35,72.66,0.7,254.16,0.99,1.3904263217537414,3.303716862811994,0
4389,14.12,41.17,0.4,0.23,88.86,167.57,670.75,7.02,206.29559731112488,8569.007378054917,1
4390,23.6,53.0,4.0,0.0,93.7,231.1,715.1,8.4,255.6516378543528,13208.228645612639,1
4391,30.43,30.5,0.4,0.71,91.56,140.06,339.69,7.54,137.9362791371912,5722.730926848138,1
4392,18.0,33.0,0.9,0.0,90.6,35.4,669.1,6.7,62.52940865892291,1998.4842036100974,1
4393,24.69,61.81,21.12,0.0,66.82,0.7,6.9,1.13,1.1167630057803468,2.911251761819407,0
4394,26.89,53.18,10.69,1.9,52.86,0.7,6.9,0.59,1.1167630057803468,1.520034105728717,0
4395,20.11,59.28,1.29,0.56,90.8,142.55,128.92,13.98,75.73762762855584,5228.550910791816,1
4396,38.07,15.0,10.25,0.12,92.34,188.75,157.3,3.71,94.3787499503318,1799.1100394107639,1
4397,26.93,90.39,21.17,1.62,67.61,0.7,128.97,1.28,1.3812576499388003,4.238241897273576,0
4398,22.06,38.3,6.62,0.57,90.24,39.84,552.6,3.61,67.51175712971482,1178.792344864093,1
4399,23.3,34.0,3.1,0.0,94.8,227.0,706.7,12.0,251.79861874117097,18533.651571720013,1
4400,31.75,64.75,12.02,3.65,81.61,36.95,255.53,1.83,54.27822825196534,461.8769503425216,0
4401,15.39,40.1,2.43,0.0,89.55,3.0,7.9,15.44,3.0779220779220786,131.64669163384636,1
4402,24.43,47.7,15.95,0.0,81.63,1.02,147.92,1.49,2.005428324582973,7.6616102549482825,1
4403,19.97,82.97,12.44,0.0,82.1,9.7,158.21,0.81,16.82162665789762,51.28400819055605,0
4404,21.71,49.75,15.43,0.31,88.01,242.34,472.9,9.73,212.47292885283892,12297.943587879883,1
4405,16.1,29.0,3.1,0.0,90.1,39.7,86.6,6.2,36.99779391982782,995.3508447351896,1
4406,28.08,81.11,7.57,0.0,75.12,5.99,210.74,1.64,11.18519017344882,64.14025373322599,0
4407,36.0,37.54,12.66,0.0,86.78,110.45,387.94,10.3,129.0475269740161,7226.355312877249,1
4408,22.52,66.23,8.06,0.37,49.72,20.4,35.75,2.17,16.813832853025936,137.31534978135397,0
4409,16.63,41.06,7.66,0.0,90.32,123.98,477.83,8.76,150.4007804209297,7363.57287740874,1
4410,34.92,41.34,14.01,0.7,86.66,148.69,860.6,9.07,207.67673138173777,11158.905029977297,1
4411,30.74,55.74,13.45,0.01,71.44,6.41,161.93,1.44,11.665548031805793,59.184362812135134,0
4412,11.85,53.5,18.06,0.72,96.2,39.43,501.21,10.19,65.89931492118008,3233.7839841338186,1
4413,31.83,69.0,18.39,3.1,74.2,6.72,196.83,1.96,12.383069793568318,86.4375292896821,0
4414,26.33,45.26,6.75,0.0,92.41,3.0,566.03,10.99,5.921538542011753,202.87360169046352,1
4415,22.62,49.14,7.42,0.68,85.69,60.42,405.58,14.33,88.04823167993102,6402.274734185541,1
4416,32.53,67.67,15.43,4.02,56.53,0.7,30.53,1.17,1.3241016109045847,3.6854950449909087,0
4417,29.16,57.71,9.86,0.0,85.84,103.23,445.29,6.28,130.70677869953724,4472.924170369656,1
4418,27.95,73.81,6.21,0.63,92.07,69.03,686.08,4.64,110.31229632390193,2705.0728716770454,1
4419,17.03,51.37,6.24,0.48,87.4,3.0,371.15,12.34,5.881156741053744,225.96170804215194,1
4420,28.58,63.17,11.43,0.0,58.62,0.7,197.33,0.24,1.3876933895921235,0.7990430765485492,0
4421,28.8,60.49,6.04,0.74,90.59,133.99,279.22,4.22,121.82674166999081,2766.140317780985,1
4422,26.66,63.5,22.56,1.94,82.1,13.87,156.18,0.28,22.700129417620705,25.252632315313697,1
4423,8.2,51.0,6.7,0.0,86.2,26.2,94.3,5.1,30.921902377972465,662.4970102483674,1
4424,31.62,61.07,0.56,0.88,86.7,53.91,633.28,8.36,88.90020844861371,3777.7335884935183,1
4425,15.73,57.47,0.4,0.0,95.42,109.38,527.13,5.99,144.03927002922882,4784.699488509968,1
4426,24.57,48.46,4.32,6.2,60.98,21.01,290.4,0.0,35.583897353648766,0.0,0
4427,28.01,67.72,12.42,0.0,79.08,0.7,6.9,1.21,1.1167630057803468,3.1173580812402504,0
4428,31.51,70.02,13.87,1.75,49.13,17.33,119.0,2.62,25.40914831356845,269.9282328622179,0
4429,26.2,36.0,4.5,0.0,91.7,191.4,635.9,7.8,218.43370423546304,10185.88951543796,1
4430,21.11,33.05,4.55,0.07,84.04,62.23,539.98,5.48,96.62199365973933,2732.1677800259135,1
4431,32.56,41.83,13.14,0.78,60.03,21.16,91.23,0.69,26.787300353847222,75.66150080805875,0
4432,25.3,74.03,6.37,1.67,43.86,10.24,98.35,0.48,16.250165389269867,29.175542027766618,0
4433,19.64,100.0,12.54,0.0,41.16,0.7,115.81,1.84,1.3791595780877846,6.081549817962107,0
4434,19.96,56.06,2.52,0.0,95.17,122.45,236.47,3.24,106.73062413033662,1816.703128502558,1
4435,26.21,55.73,7.37,1.4,87.62,202.79,271.48,13.4,141.4428045294847,10476.27253782304,1
4436,20.6,37.0,1.8,0.0,91.5,130.1,807.1,7.5,185.4615799002075,8073.725683642826,1
4437,21.25,55.51,5.8,0.0,89.77,147.34,735.15,16.09,196.31536202990486,18523.669171382146,1
4438,26.62,36.61,2.78,0.0,93.25,181.53,490.16,12.49,188.51728533822043,13707.343411672491,1
4439,17.8,51.0,7.2,0.0,92.5,88.0,698.6,7.1,133.84890050076203,5200.784929228395,1
4440,22.36,20.63,5.56,0.39,83.63,21.26,656.51,14.34,39.33546374320098,2474.8243992717494,1
4441,34.42,39.59,10.55,0.0,91.63,151.52,761.9,2.84,202.4074480582099,3389.6658144558746,1
4442,17.03,45.53,18.27,4.16,40.57,14.38,6.9,1.35,4.631131855309219,18.644400698730923,0
4443,33.79,33.67,8.15,1.02,94.5,195.08,619.68,7.22,218.33006628257692,9423.196648578945,1
4444,22.16,56.49,2.69,0.0,89.52,3.0,860.6,2.52,5.948162654072112,46.76579140019927,1
4445,20.24,26.78,6.04,0.0,92.03,58.81,346.26,3.65,82.56302380976516,1511.4863006797357,1
4446,10.76,76.66,3.56,0.0,87.87,191.78,400.41,12.62,174.55192826131432,12647.097419665284,1
4447,33.38,51.91,7.79,0.3,90.48,213.14,273.71,10.98,144.66016018647093,8815.264667868776,1
4448,21.45,84.76,17.88,3.4,39.51,10.36,6.9,0.63,4.358780487804879,8.099951894961867,0
4449,2.2,62.22,8.42,0.0,96.2,70.53,384.64,6.52,96.72139687859314,3254.629561054153,1
4450,20.23,64.85,8.41,2.31,79.65,0.7,6.9,2.08,1.1167630057803468,5.358764304941918,0
4451,7.44,51.29,10.44,0.74,93.21,120.7,543.96,7.32,155.26828818389282,6388.880436655329,1
4452,39.0,68.1,4.64,2.85,68.16,6.37,160.21,1.25,11.58813069520538,50.973074646672174,0
4453,16.38,69.75,8.17,0.0,88.18,3.0,91.96,17.04,5.547556806756486,291.2400728732852,1
4454,10.54,25.71,13.72,0.0,91.37,70.21,577.38,2.97,107.68383740312522,1682.8825091143804,1
4455,20.6,58.0,1.3,0.0,95.1,141.3,605.8,17.7,178.5090245555498,18213.666036717143,1
4456,25.39,70.23,9.11,3.56,63.92,13.25,45.06,0.25,15.27262262582337,14.122469875327821,0
4457,26.59,82.32,15.86,2.13,73.13,9.18,51.02,2.12,12.663609571447886,95.99911965847629,0
4458,22.8,39.0,3.6,0.0,89.7,90.0,704.4,4.8,136.42349903163333,3595.9986402231293,1
4459,10.2,45.0,5.8,0.0,87.2,15.1,36.9,7.1,14.928064300066978,390.41841514425454,1
4460,39.0,67.27,16.78,6.46,63.09,3.54,132.69,0.83,6.637312420517169,17.5310453540273,0
4461,35.31,41.95,15.8,0.49,87.73,85.44,79.47,14.88,46.33648479885352,3115.846904498435,1
4462,26.06,52.9,7.79,0.0,92.26,3.0,433.24,1.9,5.897898988065527,34.90845938856197,1
4463,22.44,79.14,2.59,0.0,69.4,16.66,6.9,1.01,4.7354891864057675,14.320572101889018,0
4464,15.99,48.49,19.55,1.74,56.69,0.7,52.71,0.8,1.3550128534704367,2.589589029943175,0
4465,21.7,40.0,0.4,0.0,93.1,157.3,666.7,13.5,197.88086230482574,15688.333637657559,1
4466,22.41,79.4,23.76,0.77,64.63,0.7,117.47,1.87,1.3794497567522226,6.182240689443509,0
4467,23.77,50.27,9.14,0.0,88.59,87.74,219.99,11.16,87.86781353848954,4973.94200806851,1
4468,39.0,62.91,13.11,0.0,55.55,0.7,167.95,0.0,1.3855627578078962,0.0,0
4469,26.86,64.66,13.44,0.0,82.1,11.24,6.9,0.74,4.431771428571429,9.702589353834703,0
4470,28.45,81.43,19.26,3.32,51.34,5.9,287.9,1.84,11.224913266149017,72.26402391071741,0
4471,36.53,90.2,2.86,3.55,66.8,1.38,48.39,1.05,2.576319444444444,7.256889923465925,0
4472,25.86,59.4,18.14,2.36,62.23,19.72,159.96,0.56,30.14824811239606,70.60112563535155,0
4473,19.14,48.33,0.4,0.0,92.77,3.0,7.9,12.96,3.0779220779220786,110.50136810716639,1
4474,11.13,70.91,10.16,0.14,91.86,89.79,607.43,24.22,131.12348092630768,17315.613250514045,1
4475,16.15,77.04,18.06,2.33,82.1,28.04,60.01,1.45,25.865504573053574,152.56015885658485,1
4476,36.42,81.0,3.54,1.83,65.93,16.25,138.3,1.15,25.12086069582227,116.89471651969191,0
4477,27.02,46.88,16.89,1.95,75.87,17.49,271.38,1.05,30.126060836863896,132.26211407803663,0
4478,19.09,69.22,7.52,0.16,88.97,17.89,525.34,4.31,32.972845552700136,603.9693056742063,1
4479,29.08,56.6,15.13,3.51,76.2,37.59,6.9,1.77,5.142423791821562,27.66158135180775,0
4480,34.33,64.67,21.12,4.74,30.61,16.78,6.9,1.56,4.740307062436029,22.145471077152838,0
4481,12.48,36.52,0.4,0.0,89.7,74.71,623.35,9.52,114.9710933497917,5827.804153688031,1
4482,33.91,47.07,6.6,2.06,87.2,81.94,665.52,3.52,125.30925652308788,2385.3609950373652,1
4483,21.04,93.43,14.03,0.0,81.49,15.55,58.26,2.27,18.653276367941526,162.37200899827295,0
4484,33.6,46.68,4.87,0.0,90.58,3.0,552.91,8.95,5.9197016470084405,165.15503664713128,1
4485,29.29,62.01,8.06,0.65,90.21,12.15,7.9,1.9,5.015545395166558,28.830321552245742,0
4486,29.0,57.0,14.0,0.0,89.3,12.5,41.3,7.8,14.2315644383184,405.3877122281943,1
4487,33.67,91.8,12.44,1.01,38.51,3.97,188.91,1.78,7.543668871174591,43.729350511148134,0
4488,19.1,32.0,4.0,0.0,84.9,32.8,664.2,3.0,58.39120879120879,825.359982903333,1
4489,15.21,68.04,13.04,0.0,50.89,0.7,156.81,0.27,1.3845484359233096,0.896519025246387,0
4490,12.47,44.97,7.3,0.0,88.52,87.0,309.97,6.36,102.25184370675112,3390.142933678999,1
4491,29.49,78.14,15.72,0.0,78.17,2.2,96.41,0.34,4.162535570601511,4.140024357347225,0
4492,16.78,43.46,10.53,0.61,92.89,158.8,860.6,9.03,217.3398218829517,11722.446421822366,1
4493,10.65,65.99,8.35,0.73,85.58,113.14,7.9,13.03,6.148278589853827,251.44122822754457,1
4494,32.29,79.45,10.74,4.35,82.1,0.7,37.18,0.39,1.337066529668636,1.2427106442482534,1
4495,35.94,76.57,14.58,4.42,75.54,25.8,180.39,0.4,38.00940830576994,66.29398792917833,0
4496,32.0,75.0,14.0,0.0,86.4,13.0,39.1,5.2,14.198324022346368,269.5134681569746,1
4497,33.0,59.96,9.59,2.88,73.43,19.01,181.83,1.25,30.141817706176017,157.55211933933793,0
4498,32.76,71.76,10.98,4.54,81.67,6.88,6.9,1.86,3.9395850622406643,21.223383734988495,0
4499,33.88,73.1,13.64,0.0,61.62,10.83,6.9,1.2,4.3989403973509935,15.596425747760849,0
4500,30.52,90.07,14.11,3.0,82.1,0.7,184.18,2.21,1.386822997902436,7.352407380529528,1
4501,17.7,37.0,3.6,0.0,94.3,85.1,692.3,15.9,130.19110546378653,11272.036123009524,1
4502,33.63,89.53,5.29,0.43,91.36,129.27,670.25,10.86,174.4333341721821,10874.59004027599,1
4503,39.0,74.75,13.22,5.38,34.11,0.7,6.9,2.7,1.1167630057803468,6.956088280453452,0
4504,39.0,80.0,26.12,1.02,54.96,0.7,85.53,0.0,1.3719294225481207,0.0,0
4505,6.46,66.05,13.73,0.0,88.47,95.45,7.9,12.07,6.11747287293378,231.5389948025362,1
4506,26.32,89.05,16.16,0.0,39.66,13.91,6.9,1.42,4.606070785842831,19.485930876579598,0
4507,11.58,40.25,14.46,0.0,94.01,69.77,413.52,13.24,98.14282084208557,6723.903120457796,1
4508,20.14,21.76,11.55,0.0,95.54,75.97,553.44,2.91,113.1203024086418,1747.5952012414791,1
4509,13.54,58.39,10.77,2.89,52.07,24.17,6.9,2.04,4.954266617155589,30.50870102083858,0
4510,27.76,91.83,21.93,0.0,71.64,28.4,155.66,1.87,39.00771199152916,319.5561788187695,0
4511,24.66,62.09,20.32,2.75,52.84,19.06,122.61,1.0,27.451504757429813,112.87112982338785,0
4512,16.54,88.91,10.69,0.65,43.49,16.93,115.39,2.03,24.773201027169257,202.97771362559743,0
4513,15.26,77.24,10.88,5.02,82.1,22.97,6.9,1.53,4.927881849980568,22.737742469948742,0
4514,21.17,96.3,18.63,0.0,40.67,22.98,83.9,0.63,27.280113194198794,70.58501821301084,0
4515,31.0,66.0,11.0,0.0,85.7,8.3,24.9,4.0,9.054545454545455,121.90071007633355,1
4516,17.62,48.86,0.4,0.06,91.05,3.95,140.9,17.24,7.382589951915104,412.88073642666797,1
4517,5.1,77.0,5.4,0.0,75.1,4.4,16.2,1.9,5.241176470588235,30.367510305266144,0
4518,31.45,73.25,13.84,2.73,63.09,9.19,160.96,0.68,16.08418626145106,40.83412107503667,0
4519,29.59,51.31,12.17,2.95,74.56,38.31,333.26,1.08,59.51584649271039,303.8969644222218,0
4520,36.0,61.0,18.0,0.3,80.2,11.7,90.4,2.8,17.67956539908065,187.9998856735015,1
4521,31.28,63.14,17.65,2.25,67.9,19.34,6.9,2.01,4.830624434389141,29.17645608960623,0
4522,22.14,47.05,4.46,0.0,96.2,69.19,860.6,21.89,115.22127373436858,13434.705393440623,1
4523,30.66,49.54,10.73,0.81,87.92,157.56,352.79,4.32,148.88532697638914,3588.196794066412,1
4524,31.58,67.41,14.74,0.0,73.42,0.7,97.16,1.64,1.3752300070771404,5.402284685594128,0
4525,27.88,67.4,9.16,4.02,66.46,4.19,42.22,1.21,6.714177815732043,25.90706256020291,0
4526,35.0,55.0,12.0,0.4,78.0,5.8,10.0,1.7,4.73469387755102,24.09915452794414,0
4527,15.62,35.62,9.98,0.85,89.83,103.02,321.56,8.27,114.40697345927371,5033.2883389503595,1
4528,25.9,24.0,4.0,0.0,94.3,85.1,692.3,15.9,130.19110546378653,11272.036123009524,1
4529,31.72,32.63,11.44,4.73,73.59,21.39,109.46,0.95,28.73967410316997,113.19221120708782,0
4530,32.1,71.39,0.4,0.48,90.82,54.45,439.43,7.64,83.1439688648348,3190.0644805705197,1
4531,12.69,47.27,3.88,0.0,91.42,175.33,214.84,9.81,115.33960699057666,6028.061099977401,1
4532,32.0,59.96,20.25,5.61,61.62,0.7,6.9,0.92,1.1167630057803468,2.3702226733396947,0
4533,40.91,24.47,15.42,1.12,90.64,33.65,488.74,5.52,57.417021462299154,1488.7977119542163,1
4534,32.6,87.0,13.66,0.0,82.1,12.4,18.44,1.4,9.249838187702267,43.75365692405866,0
4535,18.82,67.57,8.95,0.23,94.73,182.37,7.9,8.3,6.2123559532151145,162.1383033611079,1
4536,31.0,67.0,17.0,0.1,79.1,7.0,39.5,2.4,9.701754385964913,79.35102706267845,0
4537,24.65,71.59,20.19,3.17,82.1,19.62,108.77,2.06,27.04432137878596,228.4487037727458,1
4538,5.8,54.0,5.8,0.0,81.5,9.1,55.2,2.7,12.88826170622194,124.82750301071255,1
4539,35.22,49.91,9.42,0.08,93.92,79.04,7.9,11.27,6.077041362530415,214.5068535039538,1
4540,28.53,42.76,2.02,0.0,86.89,164.31,26.62,6.95,19.9999186090376,539.7677151215028,1
4541,21.9,42.0,2.2,0.0,93.7,231.1,715.1,8.4,255.6516378543528,13208.228645612639,1
4542,21.92,22.99,3.17,0.0,84.56,110.21,185.66,2.8,88.73484003165758,1262.491710449597,1
4543,34.25,46.23,6.88,0.89,88.64,123.96,515.61,17.37,154.84976705309447,15112.27087169717,1
4544,23.34,45.08,0.4,1.02,96.2,144.98,7.9,2.86,6.185186985284191,55.58102135736178,1
4545,22.91,48.75,17.52,0.0,86.04,16.47,860.6,7.96,31.43596129855008,1054.3375872007712,1
4546,42.0,50.46,12.2,0.0,89.14,119.52,819.32,10.05,175.16031624512573,10113.031464836013,1
4547,19.67,49.37,6.99,0.13,65.07,13.15,109.5,1.57,20.227216856892014,123.57067900297314,0
4548,29.92,61.99,5.41,0.0,91.13,107.87,436.46,17.94,133.34826966514902,13083.135632999374,1
4549,13.01,64.4,12.93,8.34,62.73,7.95,6.9,1.21,4.097478991596638,14.462168709973593,0
4550,17.69,90.43,11.14,3.07,76.47,33.77,6.9,1.27,5.1029400492745705,19.667806282723326,0
4551,30.0,58.0,12.0,4.1,66.1,4.0,8.4,1.0,3.6521739130434785,10.43434117732699,0
4552,30.0,73.0,15.0,0.0,86.6,12.1,38.3,5.6,13.520933625091173,273.9700511556774,1
4553,28.18,45.7,2.77,3.81,79.4,0.7,10.11,2.74,1.193423271500843,7.634651790318863,0
4554,16.81,33.38,15.48,1.14,89.25,3.0,606.2,1.9,5.926674270816361,35.10960126497078,1
4555,25.25,19.26,7.17,0.0,89.52,135.48,317.46,3.3,131.0944915874177,2358.6544554836273,1
4556,24.0,36.0,3.1,0.0,93.1,157.3,666.7,13.5,197.88086230482574,15688.333637657559,1
4557,39.0,97.48,12.87,0.0,65.45,9.17,6.9,1.63,4.24295054484493,20.30118489231314,0
4558,24.83,48.01,4.89,0.0,85.49,5.76,566.55,8.47,11.234453911696358,332.9839443978057,1
4559,11.44,59.13,0.99,0.0,95.43,140.6,458.19,11.14,159.12636688115208,10008.801081942902,1
4560,14.31,55.28,1.15,0.0,93.53,102.16,355.74,8.87,118.93313610629318,5651.470304827765,1
4561,24.04,50.77,11.76,5.75,65.33,8.21,158.3,1.93,14.535361386830704,102.83999685221688,0
4562,19.89,83.55,21.08,1.31,82.1,29.34,6.9,0.93,5.045383177570094,14.210839605169552,0
4563,19.55,27.77,1.88,0.37,92.55,171.78,740.59,12.32,217.4601726436703,16003.870442689702,1
4564,23.48,67.74,2.58,0.0,88.34,45.57,476.14,7.68,73.54342250430038,2774.3623731588355,1
4565,7.22,43.29,0.4,0.09,92.53,77.29,361.76,11.41,100.76103101885636,5977.46157853314,1
4566,35.21,76.02,23.18,5.25,66.82,0.7,6.9,2.19,1.1167630057803468,5.642160494145577,0
4567,13.68,47.76,8.21,0.0,92.5,147.99,7.9,16.29,6.187871650678135,316.740830975292,1
4568,26.8,79.68,20.15,0.0,75.81,11.25,298.99,1.31,20.565473915901137,105.1452338821578,0
4569,19.12,48.8,11.38,0.24,87.99,124.46,564.91,1.9,160.51114900805882,1724.6170723470586,1
4570,30.98,60.61,18.72,1.29,82.1,14.35,105.61,2.4,21.422815139414073,202.14764077940544,1
4571,35.61,51.38,28.05,5.32,69.67,0.7,103.99,1.58,1.3768299602799314,5.211788820389371,0
4572,38.25,58.83,19.49,0.0,70.47,16.61,74.32,1.82,21.312187837196255,152.36124339854652,0
4573,23.18,90.61,5.71,0.3,92.09,160.47,790.74,4.4,212.91794767244303,5575.001592576163,1
4574,13.32,58.62,14.77,2.99,37.54,21.34,195.12,0.16,33.51600434660119,22.857779655552847,0
4575,23.03,39.48,2.41,0.0,93.67,29.21,770.94,3.58,53.36514523706552,885.6466587670038,1
4576,26.75,83.9,14.35,1.54,58.91,0.7,6.9,1.06,1.1167630057803468,2.73090873232617,0
4577,24.21,54.69,9.23,0.0,91.43,155.79,530.67,8.26,179.69576381983273,8566.455690178302,1
4578,15.87,75.28,4.91,0.0,93.21,29.47,601.56,5.97,52.50904707250068,1448.974098553045,1
4579,14.86,65.77,14.41,0.0,90.99,74.11,633.85,14.7,114.69464001220814,8973.277475238865,1
4580,21.34,90.46,21.0,0.0,55.08,21.91,6.9,1.75,4.902440210782327,25.848792761328678,0
4581,29.86,57.4,6.21,0.0,86.28,179.33,311.24,10.52,146.96482644671624,8605.024649263802,1
4582,28.0,80.0,21.0,16.8,52.5,8.7,8.7,0.6,4.971428571428571,9.009852458885623,0
4583,26.1,45.0,4.0,0.0,93.7,101.3,423.4,14.7,126.77283676937854,10099.084608288966,1
4584,17.23,32.81,13.51,0.0,91.16,159.33,186.54,8.07,101.6351404170193,4271.033767189171,1
4585,37.06,68.12,17.09,0.0,61.13,11.15,6.9,1.16,4.424730409777139,15.180943152169768,0
4586,20.37,76.67,5.91,0.68,89.43,144.0,851.97,11.16,202.45332805267458,13323.518639144166,1
4587,31.52,89.38,17.01,0.0,82.1,2.15,6.9,2.8,2.4171079429735234,17.947982788713574,1
4588,24.43,58.39,15.78,0.0,82.1,21.33,6.9,0.74,4.887571606475717,10.891223712703125,0
4589,27.31,30.75,4.69,0.44,91.64,151.16,604.01,5.29,185.968472874296,5713.0457693864355,1
4590,30.81,80.49,13.94,0.0,41.88,0.7,6.9,0.24,1.1167630057803468,0.618318958262529,0
4591,27.04,69.93,11.72,0.0,54.13,7.36,10.08,3.0,5.2098876404494385,47.610976725969515,0
4592,16.64,84.78,18.07,2.26,82.1,3.21,145.11,2.57,6.083561563326477,48.97789851270699,1
4593,32.81,51.95,16.06,2.75,74.78,3.93,102.58,0.13,7.172979849650816,3.0092891973402973,0
4594,33.18,73.94,15.17,0.51,57.33,0.7,12.11,2.36,1.223232323232323,6.770158928146168,0
4595,25.08,90.53,10.85,0.0,87.0,74.72,455.22,5.05,105.95943553160339,2807.4531196880307,1
4596,26.82,20.13,2.1,0.0,96.2,160.81,379.19,19.11,156.1095060898728,16785.893486103465,1
4597,13.42,17.89,1.28,0.0,94.57,35.05,651.51,5.46,61.789593240747635,1605.8932627677311,1
4598,31.0,69.0,17.0,4.7,62.2,3.9,8.0,1.1,3.515492957746479,10.97242977254106,0
4599,23.61,67.9,8.9,0.0,88.02,3.0,71.5,6.37,5.430379746835444,106.16370954319905,1
4600,20.48,47.94,0.79,0.19,87.66,123.4,542.2,9.21,157.2998236746209,8162.77217173604,1
4601,25.3,39.0,0.9,0.0,91.6,104.2,474.9,9.0,134.57867827032908,6634.996536779458,1
4602,24.83,43.34,8.58,0.0,81.71,0.94,6.9,1.12,1.4023783783783783,3.7754937856750264,0
4603,15.58,51.53,11.56,0.25,88.56,3.0,612.54,5.04,5.927424037158893,93.14674557208387,1
4604,14.89,36.5,0.4,0.42,88.55,36.58,531.81,6.17,62.42534351634952,1836.7800121858538,1
4605,22.38,46.44,6.21,0.04,86.09,102.55,561.04,13.15,140.77219527412635,10223.303653207115,1
4606,35.72,89.89,16.81,3.65,65.88,0.7,102.87,2.3,1.3765819155037273,7.585167731614544,0
4607,20.59,75.82,0.4,0.4,90.15,185.24,191.06,6.1,108.20580408462763,3476.2117992956787,1
4608,16.7,47.0,4.9,0.0,84.9,32.8,664.2,3.0,58.39120879120879,825.359982903333,1
4609,32.67,55.14,15.27,3.78,64.95,24.72,85.76,0.65,28.733900786120902,77.42893699500863,0
4610,22.82,63.2,5.99,0.7,91.68,44.2,423.18,8.78,70.09652226053066,2996.998902655667,1
4611,32.05,69.78,16.83,3.93,58.69,12.06,6.9,0.78,4.491983805668017,10.391281855415846,0
4612,22.15,42.81,4.21,0.0,92.91,93.2,635.47,13.87,136.39113383306275,10388.027736269316,1
4613,28.98,65.51,11.24,0.0,92.38,160.06,431.1,11.45,166.0195272180451,10815.417383183849,1
4614,34.43,56.91,17.66,0.39,73.74,0.7,239.12,3.0,1.3898285382156346,10.006182484600474,0
4615,21.57,45.85,7.21,0.08,88.67,69.49,693.74,15.28,111.14683036203188,8987.693198766621,1
